DescriptorId,Modules/collectionelement/0,Modules/collectionelement/1,Modules/collectionelement/2,Modules/collectionelement/3,Modules/collectionelement/4,Modules/collectionelement/5,Modules/collectionelement/6,Modules/collectionelement/7,Modules/collectionelement/8,Modules/collectionelement/9,Modules/collectionelement/10,Modules/collectionelement/11,Modules/collectionelement/12,Modules/collectionelement/13,Modules/collectionelement/14,Modules/collectionelement/15,Modules/collectionelement/16,Modules/collectionelement/17,Modules/collectionelement/18,Modules/collectionelement/19,Modules/collectionelement/20,Modules/collectionelement/21,Modules/collectionelement/22,_ShortDatabaseName,ClassNameForDebug,StickToGround,HitRollSizeModifier,NameInMenuToken,Category,TypeForAcknow,MotherCountry,MaxPacks,Factory,ProductionPrice/collectionelement/0,ProductionPrice/collectionelement/1,ProductionPrice/collectionelement/2,ProductionPrice/collectionelement/3,ProductionPrice/collectionelement/4,MaxDeployableAmount/collectionelement/0,MaxDeployableAmount/collectionelement/1,MaxDeployableAmount/collectionelement/2,MaxDeployableAmount/collectionelement/3,MaxDeployableAmount/collectionelement/4,ShowInMenu/collectionelement/0,ShowInMenu/collectionelement/1,ShowInMenu/collectionelement/2,ShowInMenu/collectionelement/3,ShowInMenu/collectionelement/4,TextureForInterface,TextureMotherCountryForInterface,UnitTypeTokens/collectionelement/0,UnitTypeTokens/collectionelement/1,UnitTypeTokens/collectionelement/2,UnitTypeTokens/collectionelement/3,UnitTypeTokens/collectionelement/4,UnitTypeTokens/collectionelement/5,Nationalite,Key,WorldIndex,UnitMovingType,_id,ProductionPrice,MaxDeployableAmount,ShowInMenu,UnitTypeTokens
00000000-0000-0000-0100-0000e8030000,Map: TypeUnit : 83 : 34304 (False) - TModuleSelector,Map: Flags : 84 : 34305 (False) - TFlagsModuleDescriptor,Map: Position : 93 : 34306 (False) - TPositionModuleDescriptor,Map: Inflammable : 83 : 20863 (False) - TModuleSelector,Map: LinkTeam : 85 : 20864 (False) - TLinkTeamModuleDescriptor,Map: Experience : 83 : 21274 (False) - TModuleSelector,Map: Building : 94 : 34307 (False) - TBuildingModuleDescriptor,Map: Supply : 83 : 34308 (False) - TModuleSelector,Map: Capturable : 83 : 21279 (False) - TModuleSelector,Map: Damage : 83 : 34309 (False) - TModuleSelector,Map: TargetCoordinatorModule : 83 : 20861 (False) - TModuleSelector,Map: Visibility : 83 : 34310 (False) - TModuleSelector,Map: ScannerConfiguration : 83 : 34311 (False) - TModuleSelector,Map: Scanner : 83 : 34312 (False) - TModuleSelector,Map: GhostManager : 83 : 20877 (False) - TModuleSelector,Map: ApparenceModel : 83 : 34313 (False) - TModuleSelector,Map: Halo : 83 : 34314 (True) - TModuleSelector,Map: Cadavre : 83 : 34315 (False) - TModuleSelector,Map: IAStratModule : 83 : 34316 (False) - TModuleSelector,Map: Debug : 88 : 20881 (True) - TDebugModuleDescriptor,Map: Selection : 83 : 20882 (False) - TModuleSelector,Map: CompanyUnit : 83 : 34317 (False) - TModuleSelector,Map: StateEngine : 83 : 20880 (False) - TModuleSelector,Descriptor_Building_FOB_ANZ,Building_FOB_ANZ,True,10,4C06010000000000,8,3,ANZ,2,3,75,75,75,75,75,1,0,0,0,0,True,True,True,True,True,78 : 34318 (True) - TUIResourceTexture,Components,23B8605ED9380000,5E767965E3000000,0BB7685ED9380000,DAD77965E3000000,8BD43C9757360E00,5C76718B57360E00,,,,,20835,,,,
00000000-0000-0000-0100-0000e9030000,Map: TypeUnit : 83 : 34319 (False) - TModuleSelector,Map: Flags : 84 : 34305 (False) - TFlagsModuleDescriptor,Map: Position : 93 : 34306 (False) - TPositionModuleDescriptor,Map: Inflammable : 83 : 20863 (False) - TModuleSelector,Map: LinkTeam : 85 : 20864 (False) - TLinkTeamModuleDescriptor,Map: Experience : 83 : 21274 (False) - TModuleSelector,Map: Building : 94 : 34307 (False) - TBuildingModuleDescriptor,Map: Supply : 83 : 34308 (False) - TModuleSelector,Map: Capturable : 83 : 21279 (False) - TModuleSelector,Map: Damage : 83 : 34309 (False) - TModuleSelector,Map: TargetCoordinatorModule : 83 : 20861 (False) - TModuleSelector,Map: Visibility : 83 : 34310 (False) - TModuleSelector,Map: ScannerConfiguration : 83 : 34311 (False) - TModuleSelector,Map: Scanner : 83 : 34312 (False) - TModuleSelector,Map: GhostManager : 83 : 20877 (False) - TModuleSelector,Map: ApparenceModel : 83 : 34320 (False) - TModuleSelector,Map: Halo : 83 : 34314 (True) - TModuleSelector,Map: Cadavre : 83 : 34315 (False) - TModuleSelector,Map: IAStratModule : 83 : 34316 (False) - TModuleSelector,Map: Debug : 88 : 20881 (True) - TDebugModuleDescriptor,Map: Selection : 83 : 20882 (False) - TModuleSelector,Map: CompanyUnit : 83 : 34321 (False) - TModuleSelector,Map: StateEngine : 83 : 20880 (False) - TModuleSelector,Descriptor_Building_FOB_CAN,Building_FOB_CAN,True,10,4C06010000000000,8,3,CAN,2,3,75,75,75,75,75,1,0,0,0,0,True,True,True,True,True,78 : 34322 (True) - TUIResourceTexture,TextureSourceCaracChooser,23B8605ED9380000,5E767965E3000000,0BB7685ED9380000,DAD77965E3000000,8BD43C9757360E00,5C76718B57360E00,,,,,20836,,,,
00000000-0000-0000-0100-0000ea030000,Map: TypeUnit : 83 : 34323 (False) - TModuleSelector,Map: Flags : 84 : 34305 (False) - TFlagsModuleDescriptor,Map: Position : 93 : 34306 (False) - TPositionModuleDescriptor,Map: Inflammable : 83 : 20863 (False) - TModuleSelector,Map: LinkTeam : 85 : 20864 (False) - TLinkTeamModuleDescriptor,Map: Experience : 83 : 21274 (False) - TModuleSelector,Map: Building : 94 : 34307 (False) - TBuildingModuleDescriptor,Map: Supply : 83 : 34308 (False) - TModuleSelector,Map: Capturable : 83 : 21279 (False) - TModuleSelector,Map: Damage : 83 : 34309 (False) - TModuleSelector,Map: TargetCoordinatorModule : 83 : 20861 (False) - TModuleSelector,Map: Visibility : 83 : 34310 (False) - TModuleSelector,Map: ScannerConfiguration : 83 : 34311 (False) - TModuleSelector,Map: Scanner : 83 : 34312 (False) - TModuleSelector,Map: GhostManager : 83 : 20877 (False) - TModuleSelector,Map: ApparenceModel : 83 : 34324 (False) - TModuleSelector,Map: Halo : 83 : 34314 (True) - TModuleSelector,Map: Cadavre : 83 : 34315 (False) - TModuleSelector,Map: IAStratModule : 83 : 34316 (False) - TModuleSelector,Map: Debug : 88 : 20881 (True) - TDebugModuleDescriptor,Map: Selection : 83 : 20882 (False) - TModuleSelector,Map: CompanyUnit : 83 : 34325 (False) - TModuleSelector,Map: StateEngine : 83 : 20880 (False) - TModuleSelector,Descriptor_Building_FOB_CHINE,Building_FOB_CHINE,True,10,4C06010000000000,8,3,CHI,2,3,75,75,75,75,75,1,0,0,0,0,True,True,True,True,True,78 : 34326 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_ANZ,23B8605ED9380000,5E767965E3000000,0BB7685ED9380000,DAD77965E3000000,8BD43C9757360E00,5C76718B57360E00,1,,,,20837,,,,
00000000-0000-0000-0100-0000eb030000,Map: TypeUnit : 83 : 34327 (False) - TModuleSelector,Map: Flags : 84 : 34305 (False) - TFlagsModuleDescriptor,Map: Position : 93 : 34306 (False) - TPositionModuleDescriptor,Map: Inflammable : 83 : 20863 (False) - TModuleSelector,Map: LinkTeam : 85 : 20864 (False) - TLinkTeamModuleDescriptor,Map: Experience : 83 : 21274 (False) - TModuleSelector,Map: Building : 94 : 34307 (False) - TBuildingModuleDescriptor,Map: Supply : 83 : 34308 (False) - TModuleSelector,Map: Capturable : 83 : 21279 (False) - TModuleSelector,Map: Damage : 83 : 34309 (False) - TModuleSelector,Map: TargetCoordinatorModule : 83 : 20861 (False) - TModuleSelector,Map: Visibility : 83 : 34310 (False) - TModuleSelector,Map: ScannerConfiguration : 83 : 34311 (False) - TModuleSelector,Map: Scanner : 83 : 34312 (False) - TModuleSelector,Map: GhostManager : 83 : 20877 (False) - TModuleSelector,Map: ApparenceModel : 83 : 34328 (False) - TModuleSelector,Map: Halo : 83 : 34314 (True) - TModuleSelector,Map: Cadavre : 83 : 34315 (False) - TModuleSelector,Map: IAStratModule : 83 : 34316 (False) - TModuleSelector,Map: Debug : 88 : 20881 (True) - TDebugModuleDescriptor,Map: Selection : 83 : 20882 (False) - TModuleSelector,Map: CompanyUnit : 83 : 34329 (False) - TModuleSelector,Map: StateEngine : 83 : 20880 (False) - TModuleSelector,Descriptor_Building_FOB_CZ,Building_FOB_CZ,True,10,4C06010000000000,8,3,TCH,2,3,75,75,75,75,75,1,0,0,0,0,True,True,True,True,True,78 : 34330 (True) - TUIResourceTexture,Typeface3D_TitleMono_CompensatePostProcess,23B8605ED9380000,5E767965E3000000,0BB7685ED9380000,DAD77965E3000000,8BD43C9757360E00,5C76718B57360E00,1,,,,20838,,,,
00000000-0000-0000-0100-0000ec030000,Map: TypeUnit : 83 : 34331 (False) - TModuleSelector,Map: Flags : 84 : 34305 (False) - TFlagsModuleDescriptor,Map: Position : 93 : 34306 (False) - TPositionModuleDescriptor,Map: Inflammable : 83 : 20863 (False) - TModuleSelector,Map: LinkTeam : 85 : 20864 (False) - TLinkTeamModuleDescriptor,Map: Experience : 83 : 21274 (False) - TModuleSelector,Map: Building : 94 : 34307 (False) - TBuildingModuleDescriptor,Map: Supply : 83 : 34308 (False) - TModuleSelector,Map: Capturable : 83 : 21279 (False) - TModuleSelector,Map: Damage : 83 : 34309 (False) - TModuleSelector,Map: TargetCoordinatorModule : 83 : 20861 (False) - TModuleSelector,Map: Visibility : 83 : 34310 (False) - TModuleSelector,Map: ScannerConfiguration : 83 : 34311 (False) - TModuleSelector,Map: Scanner : 83 : 34312 (False) - TModuleSelector,Map: GhostManager : 83 : 20877 (False) - TModuleSelector,Map: ApparenceModel : 83 : 34332 (False) - TModuleSelector,Map: Halo : 83 : 34314 (True) - TModuleSelector,Map: Cadavre : 83 : 34315 (False) - TModuleSelector,Map: IAStratModule : 83 : 34316 (False) - TModuleSelector,Map: Debug : 88 : 20881 (True) - TDebugModuleDescriptor,Map: Selection : 83 : 20882 (False) - TModuleSelector,Map: CompanyUnit : 83 : 34333 (False) - TModuleSelector,Map: StateEngine : 83 : 20880 (False) - TModuleSelector,Descriptor_Building_FOB_DK,Building_FOB_DK,True,10,4C06010000000000,8,3,DAN,2,3,75,75,75,75,75,1,0,0,0,0,True,True,True,True,True,78 : 34334 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,23B8605ED9380000,5E767965E3000000,0BB7685ED9380000,DAD77965E3000000,8BD43C9757360E00,5C76718B57360E00,,,,,20839,,,,
00000000-0007-0000-0100-0000e8030000,Map: TypeUnit : 83 : 34335 (False) - TModuleSelector,Map: Flags : 84 : 34305 (False) - TFlagsModuleDescriptor,Map: Position : 93 : 34306 (False) - TPositionModuleDescriptor,Map: Inflammable : 83 : 20863 (False) - TModuleSelector,Map: LinkTeam : 85 : 20864 (False) - TLinkTeamModuleDescriptor,Map: Experience : 83 : 21274 (False) - TModuleSelector,Map: Building : 94 : 34307 (False) - TBuildingModuleDescriptor,Map: Supply : 83 : 34308 (False) - TModuleSelector,Map: Capturable : 83 : 21279 (False) - TModuleSelector,Map: Damage : 83 : 34309 (False) - TModuleSelector,Map: TargetCoordinatorModule : 83 : 20861 (False) - TModuleSelector,Map: Visibility : 83 : 34310 (False) - TModuleSelector,Map: ScannerConfiguration : 83 : 34311 (False) - TModuleSelector,Map: Scanner : 83 : 34312 (False) - TModuleSelector,Map: GhostManager : 83 : 20877 (False) - TModuleSelector,Map: ApparenceModel : 83 : 34336 (False) - TModuleSelector,Map: Halo : 83 : 34314 (True) - TModuleSelector,Map: Cadavre : 83 : 34315 (False) - TModuleSelector,Map: IAStratModule : 83 : 34316 (False) - TModuleSelector,Map: Debug : 88 : 20881 (True) - TDebugModuleDescriptor,Map: Selection : 83 : 20882 (False) - TModuleSelector,Map: CompanyUnit : 83 : 34337 (False) - TModuleSelector,Map: StateEngine : 83 : 20880 (False) - TModuleSelector,Descriptor_Building_FOB_FIN,Building_FOB_FIN,True,10,4C06010000000000,8,3,FIN,2,3,75,75,75,75,75,1,0,0,0,0,True,True,True,True,True,78 : 34338 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_ITA,23B8605ED9380000,5E767965E3000000,0BB7685ED9380000,DAD77965E3000000,8BD43C9757360E00,5C76718B57360E00,1,,,,20840,,,,
00000000-0000-0000-0100-0000ed030000,Map: TypeUnit : 83 : 34339 (False) - TModuleSelector,Map: Flags : 84 : 34305 (False) - TFlagsModuleDescriptor,Map: Position : 93 : 34306 (False) - TPositionModuleDescriptor,Map: Inflammable : 83 : 20863 (False) - TModuleSelector,Map: LinkTeam : 85 : 20864 (False) - TLinkTeamModuleDescriptor,Map: Experience : 83 : 21274 (False) - TModuleSelector,Map: Building : 94 : 34307 (False) - TBuildingModuleDescriptor,Map: Supply : 83 : 34308 (False) - TModuleSelector,Map: Capturable : 83 : 21279 (False) - TModuleSelector,Map: Damage : 83 : 34309 (False) - TModuleSelector,Map: TargetCoordinatorModule : 83 : 20861 (False) - TModuleSelector,Map: Visibility : 83 : 34310 (False) - TModuleSelector,Map: ScannerConfiguration : 83 : 34311 (False) - TModuleSelector,Map: Scanner : 83 : 34312 (False) - TModuleSelector,Map: GhostManager : 83 : 20877 (False) - TModuleSelector,Map: ApparenceModel : 83 : 34340 (False) - TModuleSelector,Map: Halo : 83 : 34314 (True) - TModuleSelector,Map: Cadavre : 83 : 34315 (False) - TModuleSelector,Map: IAStratModule : 83 : 34316 (False) - TModuleSelector,Map: Debug : 88 : 20881 (True) - TDebugModuleDescriptor,Map: Selection : 83 : 20882 (False) - TModuleSelector,Map: CompanyUnit : 83 : 34341 (False) - TModuleSelector,Map: StateEngine : 83 : 20880 (False) - TModuleSelector,Descriptor_Building_FOB_FR,Building_FOB_FR,True,10,4C06010000000000,8,3,FR,2,3,75,75,75,75,75,1,0,0,0,0,True,True,True,True,True,78 : 34342 (True) - TUIResourceTexture,Divers,23B8605ED9380000,5E767965E3000000,0BB7685ED9380000,DAD77965E3000000,8BD43C9757360E00,5C76718B57360E00,,,,,20841,,,,
00000000-0004-0000-0100-0000e8030000,Map: TypeUnit : 83 : 34343 (False) - TModuleSelector,Map: Flags : 84 : 34305 (False) - TFlagsModuleDescriptor,Map: Position : 93 : 34306 (False) - TPositionModuleDescriptor,Map: Inflammable : 83 : 20863 (False) - TModuleSelector,Map: LinkTeam : 85 : 20864 (False) - TLinkTeamModuleDescriptor,Map: Experience : 83 : 21274 (False) - TModuleSelector,Map: Building : 94 : 34307 (False) - TBuildingModuleDescriptor,Map: Supply : 83 : 34308 (False) - TModuleSelector,Map: Capturable : 83 : 21279 (False) - TModuleSelector,Map: Damage : 83 : 34309 (False) - TModuleSelector,Map: TargetCoordinatorModule : 83 : 20861 (False) - TModuleSelector,Map: Visibility : 83 : 34310 (False) - TModuleSelector,Map: ScannerConfiguration : 83 : 34311 (False) - TModuleSelector,Map: Scanner : 83 : 34312 (False) - TModuleSelector,Map: GhostManager : 83 : 20877 (False) - TModuleSelector,Map: ApparenceModel : 83 : 34344 (False) - TModuleSelector,Map: Halo : 83 : 34314 (True) - TModuleSelector,Map: Cadavre : 83 : 34315 (False) - TModuleSelector,Map: IAStratModule : 83 : 34316 (False) - TModuleSelector,Map: Debug : 88 : 20881 (True) - TDebugModuleDescriptor,Map: Selection : 83 : 20882 (False) - TModuleSelector,Map: CompanyUnit : 83 : 34345 (False) - TModuleSelector,Map: StateEngine : 83 : 20880 (False) - TModuleSelector,Descriptor_Building_FOB_HOL,Building_FOB_HOL,True,10,4C06010000000000,8,3,HOL,2,3,75,75,75,75,75,1,0,0,0,0,True,True,True,True,True,78 : 34346 (True) - TUIResourceTexture,UI,23B8605ED9380000,5E767965E3000000,0BB7685ED9380000,DAD77965E3000000,8BD43C9757360E00,5C76718B57360E00,,,,,20842,,,,
00000000-0005-0000-0100-0000e8030000,Map: TypeUnit : 83 : 34347 (False) - TModuleSelector,Map: Flags : 84 : 34305 (False) - TFlagsModuleDescriptor,Map: Position : 93 : 34306 (False) - TPositionModuleDescriptor,Map: Inflammable : 83 : 20863 (False) - TModuleSelector,Map: LinkTeam : 85 : 20864 (False) - TLinkTeamModuleDescriptor,Map: Experience : 83 : 21274 (False) - TModuleSelector,Map: Building : 94 : 34307 (False) - TBuildingModuleDescriptor,Map: Supply : 83 : 34308 (False) - TModuleSelector,Map: Capturable : 83 : 21279 (False) - TModuleSelector,Map: Damage : 83 : 34309 (False) - TModuleSelector,Map: TargetCoordinatorModule : 83 : 20861 (False) - TModuleSelector,Map: Visibility : 83 : 34310 (False) - TModuleSelector,Map: ScannerConfiguration : 83 : 34311 (False) - TModuleSelector,Map: Scanner : 83 : 34312 (False) - TModuleSelector,Map: GhostManager : 83 : 20877 (False) - TModuleSelector,Map: ApparenceModel : 83 : 34348 (False) - TModuleSelector,Map: Halo : 83 : 34314 (True) - TModuleSelector,Map: Cadavre : 83 : 34315 (False) - TModuleSelector,Map: IAStratModule : 83 : 34316 (False) - TModuleSelector,Map: Debug : 88 : 20881 (True) - TDebugModuleDescriptor,Map: Selection : 83 : 20882 (False) - TModuleSelector,Map: CompanyUnit : 83 : 34349 (False) - TModuleSelector,Map: StateEngine : 83 : 20880 (False) - TModuleSelector,Descriptor_Building_FOB_ISR,Building_FOB_ISR,True,10,4C06010000000000,8,3,ISR,2,3,75,75,75,75,75,1,0,0,0,0,True,True,True,True,True,78 : 34350 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_CAN,23B8605ED9380000,5E767965E3000000,0BB7685ED9380000,DAD77965E3000000,8BD43C9757360E00,5C76718B57360E00,,,,,20843,,,,
00000000-000d-0000-0100-0000e8030000,Map: TypeUnit : 83 : 34351 (False) - TModuleSelector,Map: Flags : 84 : 34305 (False) - TFlagsModuleDescriptor,Map: Position : 93 : 34306 (False) - TPositionModuleDescriptor,Map: Inflammable : 83 : 20863 (False) - TModuleSelector,Map: LinkTeam : 85 : 20864 (False) - TLinkTeamModuleDescriptor,Map: Experience : 83 : 21274 (False) - TModuleSelector,Map: Building : 94 : 34307 (False) - TBuildingModuleDescriptor,Map: Supply : 83 : 34308 (False) - TModuleSelector,Map: Capturable : 83 : 21279 (False) - TModuleSelector,Map: Damage : 83 : 34309 (False) - TModuleSelector,Map: TargetCoordinatorModule : 83 : 20861 (False) - TModuleSelector,Map: Visibility : 83 : 34310 (False) - TModuleSelector,Map: ScannerConfiguration : 83 : 34311 (False) - TModuleSelector,Map: Scanner : 83 : 34312 (False) - TModuleSelector,Map: GhostManager : 83 : 20877 (False) - TModuleSelector,Map: ApparenceModel : 83 : 34352 (False) - TModuleSelector,Map: Halo : 83 : 34314 (True) - TModuleSelector,Map: Cadavre : 83 : 34315 (False) - TModuleSelector,Map: IAStratModule : 83 : 34316 (False) - TModuleSelector,Map: Debug : 88 : 20881 (True) - TDebugModuleDescriptor,Map: Selection : 83 : 20882 (False) - TModuleSelector,Map: CompanyUnit : 83 : 34353 (False) - TModuleSelector,Map: StateEngine : 83 : 20880 (False) - TModuleSelector,Descriptor_Building_FOB_ITA,Building_FOB_ITA,True,10,4C06010000000000,8,3,ITA,2,3,75,75,75,75,75,1,0,0,0,0,True,True,True,True,True,78 : 34354 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_TCH,23B8605ED9380000,5E767965E3000000,0BB7685ED9380000,DAD77965E3000000,8BD43C9757360E00,5C76718B57360E00,,101,,,20844,,,,
